SRS885841,79822,64497
SRS885893,71993,63080
SRS881204,38564,35334
SRS881238,67939,63187
SRS885191,66861,62948
SRS881243,68772,60252
SRS881147,68304,62879
SRS881184,66363,61613
SRS885853,75205,65006
SRS881175,71016,63594
SRS881198,72065,66392
SRS885874,39082,35151
SRS881173,67830,63187
SRS881188,68242,61602
SRS881216,69369,64149
SRS881201,73765,65958
SRS881176,64145,58889
SRS881233,67789,62985
SRS881159,64735,58940
SRS885167,63051,57052
SRS881170,61336,49272
SRS881236,73263,65400
SRS885915,69290,63988
SRS885172,54143,46993
SRS881166,75166,63559
SRS885169,72279,65023
SRS881220,36914,33717
SRS881177,68494,62740
SRS881225,75890,69440
SRS881226,75195,69047
SRS881232,69575,65239
SRS881206,67845,63380
SRS881142,40388,34320
SRS881244,41611,35148
SRS881140,74387,66728
SRS885892,79517,74011
SRS885168,70286,65481
SRS885877,74095,58942
SRS881161,64222,57208
SRS881193,66428,61778
SRS885858,68658,63377
SRS881172,69627,62891
SRS881242,68016,63315
SRS881222,68848,63960
SRS885174,51800,47662
SRS881191,67417,62813
SRS881199,71657,66251
SRS881221,71885,67043
SRS881210,72780,60396
SRS885863,73840,65369
SRS885186,71799,63131
SRS885188,71117,64367
SRS881205,72022,67545
SRS881218,70833,66114
SRS885170,37440,33660
SRS885855,68939,64432
SRS881219,70552,64575
SRS885887,66784,62099
SRS881245,70143,65786
SRS881156,55376,49619
SRS881208,52366,47996
SRS881162,71510,64864
SRS885882,71736,65071
SRS885177,68135,58737
SRS881240,72200,64610
SRS881160,40120,34930
SRS881200,37409,34226
SRS881148,68143,62222
SRS881164,78708,71953
SRS885875,67283,62440
SRS885871,74214,64854
SRS881207,67856,63416
SRS885865,67606,63028
SRS881168,73790,68663
SRS881179,68305,64129
SRS885889,54388,49748
SRS881165,71317,66265
SRS885880,70177,63597
SRS881223,72583,66749
SRS881224,67502,62308
SRS885851,98608,42813
SRS881212,77848,71898
SRS885852,72846,66425
SRS881155,68958,64366
SRS885888,70733,63394
SRS881227,68636,63540
SRS885884,42784,38380
SRS881213,62709,57962
SRS881158,71338,66961
SRS881171,68282,62395
SRS885847,71810,61605
SRS881235,69485,64431
SRS881150,69981,65102
SRS885173,72887,63132
SRS885854,69434,64360
SRS881152,39758,35121
SRS885879,39342,35240
SRS881229,66597,62064
SRS881217,69505,64688
SRS881197,40709,35195
SRS881211,71457,61919
SRS881185,85172,67496
SRS881196,38829,35640
SRS885894,69802,64420
SRS885176,71334,66169
SRS881247,66723,62567
SRS885192,74915,67159
SRS881181,65002,60368
SRS881189,73912,67041
SRS885816,72715,66610
SRS881151,72779,64126
SRS881174,60774,55513
SRS881237,56285,46621
SRS885833,73340,68751
SRS881202,41808,35051
SRS885843,40296,35094
SRS881215,69928,64407
SRS881157,65288,58435
SRS885916,38994,34846
SRS881143,71033,66415
SRS881203,66362,61855
SRS881246,39792,35086
SRS881194,69937,64667
SRS885842,72153,66724
SRS881241,38499,35275
SRS881183,69093,63835
SRS881214,66217,61648
SRS881228,71826,66507
SRS881239,43052,33480
SRS881234,69680,64138
SRS885878,70750,65762
SRS881169,37848,33668
SRS885850,70545,64600
SRS885857,71867,66854
SRS881149,66583,62114
SRS405145,37700,34957
SRS405141,16033,13795
SRS409065,73940,70165
SRS404484,48946,46170
SRS404792,36261,33802
SRS404793,29908,27685
SRS417668,65580,62297
SRS417665,77000,73675
SRS417595,15806,13781
SRS404797,2087,228
SRS417624,70871,66867
SRS417586,1766,222
SRS405151,36522,34095
SRS417606,62727,59898
SRS404443,50150,47096
SRS405124,37410,35093
SRS417594,15122,13122
SRS404488,37380,34992
SRS417642,51547,48244
SRS404812,39658,36769
SRS405116,13221,11073
SRS404517,39131,36347
SRS405130,36201,33862
SRS417641,75781,72352
SRS405110,51309,48072
SRS417637,38150,35488
SRS404788,38200,35537
SRS404463,66387,63341
SRS417573,50444,46772
SRS417662,38093,35427
SRS404511,38068,35147
SRS417653,66390,63149
SRS520130,69965,66491
SRS404810,66413,63285
SRS404779,74071,70250
SRS523961,38209,35477
SRS404518,50419,46974
SRS417619,70807,66713
SRS404777,36151,33777
SRS404490,52643,49128
SRS404489,37798,35394
SRS409063,50178,46927
SRS405120,66379,62308
SRS404741,1580,99
SRS417593,51682,48392
SRS404772,50272,46975
SRS417597,75626,72273
SRS404481,50342,46978
SRS404756,40931,37433
SRS404753,53271,49961
SRS405139,37281,34953
SRS404743,72692,69120
SRS417675,73681,69382
SRS404740,59423,47209
SRS404750,65532,62674
SRS409060,50862,47867
SRS417585,13047,11059
SRS404460,38108,35517
SRS409059,50448,47278
SRS404469,67407,63683
SRS405132,38060,35328
SRS417647,73918,70393
SRS417588,51749,48431
SRS417667,74476,70644
SRS417600,15845,13788
SRS404480,37985,35424
SRS409076,49914,46472
SRS404508,38368,35675
SRS405111,37309,34927
SRS409062,36996,33929
SRS417604,1861,317
SRS417571,75690,72296
SRS409058,15471,13214
SRS520174,51504,48388
SRS417583,15956,13855
SRS409075,254093,30834
SRS409175,50230,47047
SRS417676,15162,13113
SRS417576,52782,49177
SRS405129,38458,35450
SRS405114,51951,48439
SRS417655,69995,65632
SRS405113,37543,34677
SRS404493,39594,36768
SRS404782,39153,36287
SRS520178,38408,35561
SRS404456,17644,15483
SRS404468,71715,68200
SRS405149,75537,72224
SRS417596,50075,46959
SRS404755,65282,62411
SRS404448,66548,63570
SRS404809,36145,33820
SRS417635,67794,64131
SRS417615,73837,70063
SRS409176,76187,72850
SRS409066,74883,70464
SRS404513,33156,30434
SRS429660,36658,33828
SRS417609,64600,61251
SRS417582,33298,30526
SRS404791,36161,33812
SRS417591,52715,49194
SRS417603,52709,49045
SRS404805,67492,64388
SRS417599,75781,72415
SRS405121,37011,33901
SRS417678,75753,72300
SRS417620,67431,64220
SRS404514,68678,64687
SRS404494,43412,40512
SRS417669,69873,65671
SRS409061,74197,70743
SRS404803,14390,12451
SRS404765,60239,57572
SRS417651,74402,70871
SRS405147,42318,39211
SRS404486,36299,33915
SRS405099,16181,13828
SRS404442,37881,35386
SRS404507,37737,35479
SRS404775,43960,41065
SRS520182,75547,72222
SRS417622,63426,60557
SRS409177,51741,48548
SRS404467,67026,64124
SRS404466,49915,46841
SRS417661,85610,81664
SRS417587,1755,232
SRS404470,36841,33832
SRS417639,57967,55120
SRS405127,51269,48189
SRS405142,36482,33848
SRS417611,57982,54985
SRS404475,40039,37186
SRS405119,36480,34001
SRS404760,51933,48426
SRS404499,70756,67328
SRS404783,36207,33873
SRS404759,38179,35785
SRS404501,38184,35499
SRS404457,51638,48667
SRS404794,36600,33823
SRS404773,53102,49202
SRS409781,50812,47902
SRS417625,67353,64157
SRS404498,40711,37624
SRS405137,37731,34994
SRS405135,39110,36255
SRS409478,16058,13763
SRS405102,51617,48579
SRS520185,16009,13851
SRS405148,51491,48515
SRS417643,49964,46916
SRS404492,1803,230
SRS417618,67265,63885
SRS404761,1986,297
SRS417605,66352,63365
SRS404784,67444,64377
SRS405144,51594,48655
SRS404745,53714,50024
SRS404512,36668,33967
SRS403287,51930,48782
SRS404781,72266,69296
SRS404491,37777,35175
SRS405107,38274,35439
SRS405134,37500,34693
SRS405126,51831,48249
SRS405128,36174,33810
SRS404451,36358,33839
SRS409067,1777,250
SRS520177,76114,72623
SRS404813,37837,35365
SRS520173,2034,253
SRS409479,52290,48979
SRS404473,70479,67062
SRS404786,37256,34945
SRS405109,49832,46800
SRS417654,79383,75669
SRS404458,1365,108
SRS417680,51711,48459
SRS520179,76184,72692
SRS417607,66366,63166
SRS404808,57678,54803
SRS409064,50185,46975
SRS404461,61839,59184
SRS404516,15949,13920
SRS409074,52059,48758
SRS404505,38965,36613
SRS404477,72916,69535
SRS417636,66404,63414
SRS404795,16123,13846
SRS417644,73890,70225
SRS409483,69076,65797
SRS404800,70562,66810
SRS417614,53487,50162
SRS405136,37025,34155
SRS417590,12999,11042
SRS404495,67293,63483
SRS417658,71620,68102
SRS404735,1599,96
SRS404785,37768,35369
SRS417601,15996,13763
SRS404454,38590,36059
SRS520184,15967,13877
SRS502193,66116,62414
SRS409112,67993,63958
SRS520180,38368,35557
SRS404496,15173,13133
SRS520181,60239,57138
SRS405098,36639,34009
SRS417581,30060,27748
SRS417612,62092,59502
SRS405146,36478,33800
SRS404766,36873,34080
SRS417656,14196,12438
SRS404780,42185,39152
SRS405123,68859,65371
SRS405101,75490,72179
SRS417578,50113,47004
SRS404789,68597,65222
SRS417579,1871,234
SRS405122,36527,33873
SRS417575,16029,13830
SRS404503,51809,48193
SRS404452,29932,27776
SRS404746,67108,64177
SRS417577,33307,30741
SRS404807,51414,48259
SRS405133,15475,13129
SRS417616,66644,63522
SRS404485,41051,38041
SRS405118,39690,37005
SRS404449,37617,35245
SRS417652,60256,57001
SRS404778,65733,62503
SRS409482,2330,568
SRS404444,36983,33842
SRS417572,52793,49247
SRS404462,1997,469
SRS404472,62171,59460
SRS404739,65204,61903
SRS404506,68830,65223
SRS417650,66371,63320
